3,"1Time Airline",\N,"1T","RNX","NEXTIME","South Africa","Y"
10,"40-Mile Air",\N,"Q5","MLA","MILE-AIR","United States","Y"
13,"Ansett Australia",\N,"AN","AAA","ANSETT","Australia","Y"
21,"Aigle Azur",\N,"ZI","AAF","AIGLE AZUR","France","Y"
22,"Aloha Airlines",\N,"AQ","AAH","ALOHA","United States","Y"
24,"American Airlines",\N,"AA","AAL","AMERICAN","United States","Y"
28,"Asiana Airlines",\N,"OZ","AAR","ASIANA","Republic of Korea","Y"
29,"Askari Aviation",\N,"4K","AAS","AL-AAS","Pakistan","Y"
32,"Afriqiyah Airways",\N,"8U","AAW","AFRIQIYAH","Libya","Y"
42,"ABSA - Aerolinhas Brasileiras",\N,"M3","TUS","ABSA Cargo","Brazil","Y"
55,"Astral Aviation",\N,"8V","ACP","ASTRAL CARGO","Kenya","Y"
72,"Ada Air",\N,"ZY","ADE","ADA AIR","Albania","Y"
83,"Adria Airways",\N,"JP","ADR","ADRIA","Slovenia","Y"
90,"Air Europa",\N,"UX","AEA","EUROPA","Spain","Y"
93,"Aero Benin",\N,"EM","AEB","AEROBEN","Benin","Y"
96,"Aegean Airlines",\N,"A3","AEE","AEGEAN","Greece","Y"
106,"Air Europe",\N,"PE","AEL","AIR EUROPE","Italy","Y"
109,"Alaska Central Express",\N,"KO","AER","ACE AIR","United States","Y"
112,"Astraeus",\N,"5W","AEU","FLYSTAR","United Kingdom","Y"
114,"Aerosvit Airlines",\N,"VV","AEW","AEROSVIT","Ukraine","Y"
116,"Air Italy",\N,"I9","AEY","AIR ITALY","Italy","Y"
120,"Alliance Airlines",\N,"QQ","UTY","UNITY","Australia","Y"
125,"Ariana Afghan Airlines",\N,"FG","AFG","ARIANA","Afghanistan","Y"
130,"Aeroflot Russian Airlines",\N,"SU","AFL","AEROFLOT","Russia","Y"
132,"Air Bosna",\N,"JA","BON","AIR BOSNA","Bosnia and Herzegovina","Y"
137,"Air France",\N,"AF","AFR","AIRFRANS","France","Y"
139,"Air Caledonie International",\N,"SB","ACI","AIRCALIN","France","Y"
149,"Air Cargo Carriers",\N,"2Q","SNC","NIGHT CARGO","United States","Y"
153,"Air Namibia",\N,"SW","NMB","NAMIBIA","Namibia","Y"
165,"Aerolitoral",\N,"5D","SLI","COSTERA","Mexico","Y"
174,"Air Glaciers",\N,"7T","AGV","AIR GLACIERS","Switzerland","Y"
179,"Aeroper",\N,"PL","PLI","Aeroperu","Peru","Y"
180,"Atlas Blue",\N,"8A","BMM","ATLAS BLUE","Morocco","Y"
197,"Azerbaijan Airlines",\N,"J2","AHY","AZAL","Azerbaijan","Y"
198,"Avies",\N,"U3","AIA","AVIES","Estonia","Y"
208,"Airblue",\N,"ED","ABQ","PAKBLUE","Pakistan","Y"
214,"Air Berlin",\N,"AB","BER","AIR BERLIN","Germany","Y"
218,"Air India Limited",\N,"AI","AIC","AIRINDIA","India","Y"
220,"Air Bourbon",\N,"ZB","BUB","BOURBON","Reunion","Y"
221,"Air Atlanta Icelandic",\N,"CC","ABD","ATLANTA","Iceland","Y"
225,"Air Tahiti Nui",\N,"TN","THT","TAHITI AIRLINES","France","Y"
231,"Arkia Israel Airlines",\N,"IZ","AIZ","ARKIA","Israel","Y"
239,"Air Jamaica",\N,"JM","AJM","JAMAICA","Jamaica","Y"
240,"Air One",\N,"AP","ADH","HERON","Italy","Y"
241,"Air Sahara",\N,"S2","RSH","SAHARA","India","Y"
242,"Air Malta",\N,"KM","AMC","AIR MALTA","Malta","Y"
250,"Air Japan",\N,"NQ","AJX","AIR JAPAN","Japan","Y"
281,"America West Airlines",\N,"HP","AWE","CACTUS","United States","Y"
282,"Air Wisconsin",\N,"ZW","AWI","AIR WISCONSIN","United States","Y"
286,"Tatarstan Airlines",\N,"U9","TAK","TATARSTAN","Russia","Y"
306,"Air Malawi",\N,"QM","AML","MALAWI","Malawi","Y"
315,"ATA Airlines",\N,"","AMT","AMTRAN","United States","Y"
316,"Air Macau",\N,"NX","AMU","AIR MACAO","Macao","Y"
319,"Air Seychelles",\N,"HM","SEY","SEYCHELLES","Seychelles","Y"
321,"AeroMéxico",\N,"AM","AMX","AEROMEXICO","Mexico","Y"
324,"All Nippon Airways","ANA All Nippon Airways","NH","ANA","ALL NIPPON","Japan","Y"
327,"Air Nostrum",\N,"YW","ANE","AIR NOSTRUM","Spain","Y"
328,"Air Niugini",\N,"PX","ANG","NUIGINI","Papua New Guinea","Y"
329,"Air Arabia",\N,"G9","ABY","ARABIA","United Arab Emirates","Y"
330,"Air Canada",\N,"AC","ACA","AIR CANADA","Canada","Y"
333,"Air Baltic",\N,"BT","BTI","AIRBALTIC","Latvia","Y"
336,"Air Nippon",\N,"EL","ANK","ANK AIR","Japan","Y"
338,"Airnorth",\N,"TL","ANO","TOPEND","Australia","Y"
341,"Air North Charter - Canada",\N,"4N","ANT","AIR NORTH","Canada","Y"
345,"Air New Zealand",\N,"NZ","ANZ","NEW ZEALAND","New Zealand","Y"
371,"Alitalia Express",\N,"XM","SMX","ALIEXPRESS","Italy","Y"
386,"Aero Flight",\N,"GV","ARF","Aero Fox","Germany","Y"
397,"Arrow Air",\N,"JW","APW","BIG A","United States","Y"
410,"Aerocondor",\N,"2B","ARD","AEROCONDOR","Portugal","Y"
411,"Aires",\N,"4C","ARE","Aerovias de Integracion Regional","S.A.","Y"
412,"Aerolineas Argentinas",\N,"AR","ARG","ARGENTINA","Argentina","Y"
439,"Alaska Airlines",\N,"AS","ASA"," Inc.","ALASKA","Y"
442,"Air Sinai",\N,"4D","ASD","AIR SINAI","Egypt","Y"
452,"Atlantic Southeast Airlines",\N,"EV","ASQ","ACEY","United States","Y"
462,"Astrakhan Airlines",\N,"OB","ASZ","AIR ASTRAKHAN","Russia","Y"
465,"Air Tanzania",\N,"TC","ATC","TANZANIA","Tanzania","Y"
470,"Air Burkina",\N,"2J","VBW","BURKINA","Burkina Faso","Y"
476,"Airlines Of Tasmania",\N,"FO","ATM","AIRTAS","Australia","Y"
477,"Air Saint Pierre",\N,"PJ","SPM","","France","Y"
491,"Austrian Airlines",\N,"OS","AUA","AUSTRIAN","Austria","Y"
493,"Augsburg Airways",\N,"IQ","AUB","AUGSBURG-AIR","Germany","Y"
502,"Abu Dhabi Amiri Flight",\N,"MO","AUH","SULTAN","United Arab Emirates","Y"
503,"Aeroflot-Nord",\N,"5N","AUL","DVINA","Russia","Y"
508,"Aurigny Air Services",\N,"GR","AUR","AYLINE","United Kingdom","Y"
510,"Austral Lineas Aereas",\N,"AU","AUT","AUSTRAL","Argentina","Y"
515,"Avianca - Aerovias Nacionales de Colombia",\N,"AV","AVA"," S.A.","AVIANCA","Y"
524,"Air Vanuatu",\N,"NF","AVN","AIR VAN","Vanuatu","Y"
543,"Air Bangladesh",\N,"B9","BGD","AIR BANGLA","Bangladesh","Y"
547,"Air Mediterranee",\N,"DR","BIE","MEDITERRANEE","France","Y"
551,"Air Moorea",\N,"","TAH","AIR MOOREA","France","Y"
563,"Aeroline GmbH",\N,"7E","AWU","SYLT-AIR","Germany","Y"
565,"Air Wales",\N,"6G","AWW","RED DRAGON","United Kingdom","Y"
567,"Air Caraïbes",\N,"TX","FWI","FRENCH WEST","France","Y"
569,"Air India Express",\N,"IX","AXB","EXPRESS INDIA","India","Y"
575,"Air Exel",\N,"XT","AXL","EXEL COMMUTER","Netherlands","Y"
576,"AirAsia","Air Asia","AK","AXM","ASIAN EXPRESS","Malaysia","Y"
595,"Atlant-Soyuz Airlines",\N,"3G","AYZ","ATLANT-SOYUZ","Russia","Y"
596,"Alitalia",\N,"AZ","AZA","ALITALIA","Italy","Y"
603,"Amaszonas",\N,"Z8","AZN","","Bolivia","Y"
608,"Air Zimbabwe",\N,"UM","AZW","AIR ZIMBABWE","Zimbabwe","Y"
622,"Aserca Airlines",\N,"R7","OCA","AROSCA","Venezuela","Y"
641,"Rossiya-Russian Airlines","Pulkovo Aviation Enterprise","FV","SDM","PULKOVO","Russia","Y"
659,"American Eagle Airlines",\N,"MQ","EGF","EAGLE FLIGHT","United States","Y"
682,"Air Ivoire",\N,"VU","VUN","AIRIVOIRE","Ivory Coast","Y"
683,"Air Botswana",\N,"BP","BOT","BOTSWANA","Botswana","Y"
690,"Air Foyle",\N,"GS","UPA","FOYLE","United Kingdom","Y"
692,"Air Tahiti",\N,"VT","VTA","AIR TAHITI","French Polynesia","Y"
695,"Air VIA",\N,"VL","VIM","","Bulgaria","Y"
715,"Africa West",\N,"FK","WTA","WEST TOGO","Togo","Y"
724,"ATRAN Cargo Airlines",\N,"V8","VAS","ATRAN","Russian Federation","Y"
751,"Air China",\N,"CA","CCA","AIR CHINA","China","Y"
753,"Aero Condor Peru",\N,"Q6","CDP","CONDOR-PERU","Peru","Y"
787,"Air Chathams",\N,"CV","CVA","CHATHAM","New Zealand","Y"
788,"Air Marshall Islands",\N,"CW","CWM","AIR MARSHALLS","Marshall Islands","Y"
792,"Access Air",\N,"ZA","CYD","CYCLONE","United States","Y"
794,"Air Algerie",\N,"AH","DAH","AIR ALGERIE","Algeria","Y"
800,"Adam Air",\N,"KI","DHI","ADAM SKY","Indonesia","Y"
807,"Air Dolomiti",\N,"EN","DLA","DOLOMOTI","Italy","Y"
816,"Aeroflot-Don",\N,"D9","DNV","DONAVIA","Russia","Y"
817,"Air Madrid",\N,"NM","DRD","ALADA AIR","Spain","Y"
837,"Aer Lingus",\N,"EI","EIN","SHAMROCK","Ireland","Y"
876,"Air Finland",\N,"OF","FIF","AIR FINLAND","Finland","Y"
878,"Airfix Aviation",\N,"","FIX","AIRFIX","Finland","Y"
879,"Air Pacific",\N,"FJ","FJI","PACIFIC","Fiji","Y"
881,"Atlantic Airways",\N,"RC","FLI","FAROELINE","Faroe Islands","Y"
882,"Air Florida",\N,"QH","FLZ","AIR FLORIDA","United States","Y"
896,"Air Iceland",\N,"NY","FXI","FAXI","Iceland","Y"
897,"Air Philippines",\N,"2P","GAP","ORIENT PACIFIC","Philippines","Y"
909,"Air Guinee Express",\N,"2U","GIP","FUTURE EXPRESS","Guinea","Y"
921,"Air Greenland",\N,"GL","GRL","GREENLAND","Denmark","Y"
928,"Atlas Air",\N,"5Y","GTI","GIANT","United States","Y"
931,"Air Guyane",\N,"GG","GUY","GREEN BIRD","French Guiana","Y"
970,"Air Bagan",\N,"W9","JAB","AIR BAGAN","Myanmar","Y"
983,"Air Canada Jazz",\N,"QK","JZA","JAZZ","Canada","Y"
995,"Atlasjet",\N,"KK","KKK","ATLASJET","Turkey","Y"
998,"Air Koryo",\N,"JS","KOR","AIR KORYO","Democratic People's Republic of Korea","Y"
1006,"Air Astana",\N,"KC","KZR","ASTANALINE","Kazakhstan","Y"
1008,"Albanian Airlines",\N,"LV","LBC","ALBANIAN","Albania","Y"
1017,"Air Alfa",\N,"","LFA","","Turkey","Y"
1034,"Aerolane",\N,"XL","LNE","LAN ECUADOR","Ecuador","Y"
1048,"Atlantis European Airways",\N,"TD","LUR","","Armenia","Y"
1052,"Air Luxor",\N,"LK","LXR","AIRLUXOR","Portugal","Y"
1057,"Air Mauritius",\N,"MK","MAU","AIRMAURITIUS","Mauritius","Y"
1066,"Air Madagascar",\N,"MD","MDG","AIR MADAGASCAR","Madagascar","Y"
1073,"Air Moldova",\N,"9U","MLD","AIR MOLDOVA","Moldova","Y"
1087,"Air Plus Comet",\N,"A7","MPD","RED COMET","Spain","Y"
1116,"Aero Contractors",\N,"AJ","NIG","AEROLINE","Nigeria","Y"
1143,"Aeropelican Air Services",\N,"OT","PEL","PELICAN","Australia","Y"
1188,"Aer Arann",\N,"RE","REA","AER ARANN","Ireland","Y"
1191,"Air Austral",\N,"UU","REU","REUNION","France","Y"
1200,"Asian Spirit",\N,"6K","RIT","ASIAN SPIRIT","Philippines","Y"
1202,"Air Afrique",\N,"RK","RKA","AIRAFRIC","Ivory Coast","Y"
1203,"Airlinair",\N,"A5","RLA","AIRLINAIR","France","Y"
1206,"Aero Lanka",\N,"QL","RLN","AERO LANKA","Sri Lanka","Y"
1213,"Air Salone",\N,"20","RNE","AIR SALONE","Sierra Leone","Y"
1216,"Armavia",\N,"U8","RNV","ARMAVIA","Armenia","Y"
1224,"AeroRep",\N,"P5","RPB","AEROREPUBLICA","Colombia","Y"
1230,"Aero-Service",\N,"BF","RSR","CONGOSERV","Republic of the Congo","Y"
1231,"Aerosur",\N,"5L","RSU","AEROSUR","Bolivia","Y"
1266,"Avient Aviation",\N,"Z3","SMJ","AVAVIA","Zimbabwe","Y"
1287,"Aircompany Yakutia",\N,"R3","SYL","AIR YAKUTIA","Russia","Y"
1290,"Aeromar",\N,"VW","TAO","TRANS-AEROMAR","Mexico","Y"
1299,"Arkefly",\N,"OR","TFL","ARKEFLY","Netherlands","Y"
1308,"Airlines PNG",\N,"CG","TOK","BALUS","Papua New Guinea","Y"
1316,"AirTran Airways",\N,"FL","TRS","CITRUS","United States","Y"
1317,"Air Transat",\N,"TS","TSC","TRANSAT","Canada","Y"
1322,"Avialeasing Aviation Company",\N,"EC","TWN","TWINARROW","Uzbekistan","Y"
1326,"Tyrolean Airways",\N,"VO","TYR","TYROLEAN","Austria","Y"
1338,"Aerolineas Galapagos (Aerogal)",\N,"2K","GLG","AEROGAL","Ecuador","Y"
1340,"Alrosa Mirny Air Enterprise",\N,"6R","DRU","MIRNY","Russia","Y"
1355,"British Airways",\N,"BA","BAW","SPEEDBIRD","United Kingdom","Y"
1359,"Biman Bangladesh Airlines",\N,"BG","BBC","BANGLADESH","Bangladesh","Y"
1401,"Belair Airlines",\N,"4T","BHP","BELAIR","Switzerland","Y"
1403,"Bahamasair",\N,"UP","BHS","BAHAMAS","Bahamas","Y"
1406,"Balkan Bulgarian Airlines",\N,"LZ","","","","Y"
1411,"British International Helicopters",\N,"BS","BIH","BRINTEL","United Kingdom","Y"
1420,"BF-Lento OY",\N,"","BKF","BAKERFLIGHT","Finland","Y"
1422,"Bangkok Airways",\N,"PG","BKP","BANGKOK AIR","Thailand","Y"
1427,"Blue1",\N,"KF","BLF","BLUEFIN","Finland","Y"
1431,"Baltic Airlines",\N,"","BLL","BALTIC AIRLINES","Russia","Y"
1434,"Bearskin Lake Air Service",\N,"JV","BLS","BEARSKIN","Canada","Y"
1436,"Bellview Airlines",\N,"B3","BLV","BELLVIEW AIRLINES","Nigeria","Y"
1437,"bmi","bmi British Midland","BD","BMA","MIDLAND","United Kingdom","Y"
1441,"bmibaby",\N,"WW","BMI","BABY","United Kingdom","Y"
1442,"Bemidji Airlines",\N,"CH","BMJ","BEMIDJI","United States","Y"
1445,"British Midland Regional",\N,"","BMR","","United Kingdom","Y"
1463,"Blue Panorama Airlines",\N,"BV","BPA","BLUE PANOROMA","Italy","Y"
1466,"Budapest Aircraft Services/Manx2",\N,"","BPS","BASE","Hungary","Y"
1472,"Bering Air",\N,"8E","BRG","BERING AIR","United States","Y"
1476,"Brazilian Air Force",\N,"","BRS","BRAZILIAN AIR FORCE","Brazil","Y"
1478,"Belavia Belarusian Airlines",\N,"B2","BRU","BELARUS AVIA","Belarus","Y"
1500,"Metro Batavia",\N,"7P","BTV","BATAVIA","Indonesia","Y"
1508,"Berjaya Air",\N,"J8","BVT","BERJAYA","Malaysia","Y"
1510,"Blue Wings",\N,"QW","BWG","BLUE WINGS","Germany","Y"
1523,"Brit Air",\N,"DB","BZH","BRITAIR","France","Y"
1531,"Brussels Airlines","SN Brussels Airlines","SN","DAT","BEE-LINE","Belgium","Y"
1539,"Binter Canarias",\N,"NT","IBB","","Spain","Y"
1542,"Blue Air",\N,"0B","JOR","BLUE TRANSPORT","Romania","Y"
1543,"British Mediterranean Airways",\N,"KJ","LAJ","BEE MED","United Kingdom","Y"
1548,"Bulgaria Air",\N,"FB","LZB","FLYING BULGARIA","Bulgaria","Y"
1550,"Barents AirLink",\N,"8N","NKF","NORDFLIGHT","Sweden","Y"
1581,"CAL Cargo Air Lines",\N,"5C","ICL","CAL","Israel","Y"
1607,"Calima Aviacion",\N,"XG","CLI","CALIMA","Spain","Y"
1615,"Canadian Airlines",\N,"CP","CDN","CANADIAN","Canada","Y"
1623,"Canadian North",\N,"5T","MPE","EMPRESS","Canada","Y"
1629,"Cape Air",\N,"9K","KAP","CAIR","United States","Y"
1663,"Caribbean Airlines",\N,"BW","BWA","CARIBBEAN AIRLINES","Trinidad and Tobago","Y"
1669,"Carpatair",\N,"V3","KRP","CARPATAIR","Romania","Y"
1675,"Caspian Airlines",\N,"RV","CPN","CASPIAN","Iran","Y"
1680,"Cathay Pacific",\N,"CX","CPA","CATHAY","Hong Kong SAR of China","Y"
1682,"Cayman Airways",\N,"KX","CAY","CAYMAN","Cayman Islands","Y"
1683,"Cebu Pacific",\N,"5J","CEB","CEBU AIR","Philippines","Y"
1700,"Central Connect Airlines",\N,"","CCG","","Czech Republic","Y"
1708,"Centralwings",\N,"C0","CLW","CENTRALWINGS","Poland","Y"
1737,"Charter Air",\N,"","CHW","CHARTER WIEN","Austria","Y"
1739,"Chautauqua Airlines",\N,"RP","CHQ","CHAUTAUQUA","United States","Y"
1756,"China Airlines",\N,"CI","CAL","DYNASTY","Taiwan","Y"
1758,"China Eastern Airlines",\N,"MU","CES","CHINA EASTERN","China","Y"
1767,"China Southern Airlines",\N,"CZ","CSN","CHINA SOUTHERN","China","Y"
1769,"China United Airlines",\N,"HR","CUA","LIANHANG","China","Y"
1771,"Yunnan Airlines",\N,"3Q","CYH","YUNNAN","China","Y"
1781,"Cimber Air",\N,"QI","CIM","CIMBER","Denmark","Y"
1784,"Cirrus Airlines",\N,"C9","RUS","CIRRUS AIR","Germany","Y"
1789,"City Airline",\N,"CF","SDR","SWEDESTAR","Sweden","Y"
1790,"City Connexion Airlines",\N,"G3","CIX","CONNEXION","Burundi","Y"
1792,"CityJet",\N,"WX","BCY","CITY-IRELAND","Ireland","Y"
1795,"BA CityFlyer",\N,"CJ","CFE","FLYER","United Kingdom","Y"
1808,"Click Airways",\N,"","CGK","CLICK AIR","Kyrgyzstan","Y"
1814,"Coastal Air",\N,"DQ","","U.S. Virgin Islands","United States","Y"
1821,"Colgan Air",\N,"9L","CJC","COLGAN","United States","Y"
1828,"Comair",\N,"OH","COM","COMAIR","United States","Y"
1829,"Comair",\N,"MN","CAW","COMMERCIAL","South Africa","Y"
1843,"CommutAir",\N,"C5","UCA","COMMUTAIR","United States","Y"
1844,"Comores Airlines",\N,"KR","CWK","CONTICOM","Comoros","Y"
1860,"Compass Airlines",\N,"CP","CPZ","Compass Rose","United States","Y"
1868,"Condor Flugdienst",\N,"DE","CFG","CONDOR","Germany","Y"
1876,"Consorcio Aviaxsa",\N,"6A","CHP","AVIACSA","Mexico","Y"
1879,"Contact Air","Contactair","C3","KIS","CONTACTAIR","Germany","Y"
1881,"Continental Airlines",\N,"CO","COA","CONTINENTAL","United States","Y"
1884,"Continental Micronesia",\N,"CS","CMI","AIR MIKE","United States","Y"
1886,"Conviasa",\N,"V0","VCV","CONVIASA","Venezuela","Y"
1889,"Copa Airlines",\N,"CM","CMP","COPA","Panama","Y"
1908,"Corsairfly",\N,"SS","CRL","CORSAIR","France","Y"
1909,"Corse-Mediterranee",\N,"XK","CCM","CORSICA","France","Y"
1925,"Croatia Airlines",\N,"OU","CTN","CROATIA","Croatia","Y"
1936,"Cubana de Aviación",\N,"CU","CUB","CUBANA","Cuba","Y"
1942,"Cyprus Airways",\N,"CY","CYP","CYPRUS","Cyprus","Y"
1946,"Czech Airlines","CSA Czech Airlines","OK","CSA","CSA-LINES","Czech Republic","Y"
1954,"DAT Danish Air Transport",\N,"DX","DTR","DANISH","Denmark","Y"
1966,"Daallo Airlines",\N,"D3","DAO","DALO AIRLINES","Djibouti","Y"
1973,"Dalavia",\N,"H8","KHB","DALAVIA","Russia","Y"
1983,"Darwin Airline",\N,"0D","DWT","DARWIN","Switzerland","Y"
2009,"Delta Air Lines",\N,"DL","DAL","DELTA","United States","Y"
2041,"Djibouti Airlines",\N,"D8","DJB","DJIBOUTI AIR","Djibouti","Y"
2047,"Dominicana de Aviaci",\N,"DO","DOA","DOMINICANA","Dominican Republic","Y"
2048,"Domodedovo Airlines",\N,"E3","DMO","DOMODEDOVO","Russia","Y"
2051,"DonbassAero",\N,"5D","UDC","DONBASS AERO","Ukraine","Y"
2056,"Dragonair",\N,"KA","HDA"," Hong Kong Dragon Airlines","DRAGON","Y"
2058,"Druk Air",\N,"KB","DRK","ROYAL BHUTAN","Bhutan","Y"
2091,"EVA Air",\N,"BR","EVA","EVA","Taiwan","Y"
2104,"East African",\N,"QU","UGX","CRANE","Uganda","Y"
2117,"Eastern Airways",\N,"T3","EZE","EASTFLIGHT","United Kingdom","Y"
2125,"Eastland Air",\N,"DK","ELA","","Australia","Y"
2138,"Edelweiss Air",\N,"WK","EDW","EDELWEISS","Switzerland","Y"
2143,"Egyptair",\N,"MS","MSR","EGYPTAIR","Egypt","Y"
2150,"El Al Israel Airlines",\N,"LY","ELY","ELAL","Israel","Y"
2155,"El-Buraq Air Transport",\N,"UZ","BRQ","BURAQAIR","Libya","Y"
2183,"Emirates","Emirates Airlines","EK","UAE","EMIRATES","United Arab Emirates","Y"
2193,"Empresa Ecuatoriana De Aviacion",\N,"EU","EEA","ECUATORIANA","Ecuador","Y"
2213,"Eritrean Airlines",\N,"B8","ERT","ERITREAN","Eritrea","Y"
2218,"Estonian Air",\N,"OV","ELL","ESTONIAN","Estonia","Y"
2220,"Ethiopian Airlines",\N,"ET","ETH","ETHIOPIAN","Ethiopia","Y"
2222,"Etihad Airways",\N,"EY","ETD","ETIHAD","United Arab Emirates","Y"
2237,"Eurocypria Airlines",\N,"UI","ECA","EUROCYPRIA","Cyprus","Y"
2238,"Eurofly",\N,"","EEZ","E-FLY","Italy","N"
2239,"Eurofly Service",\N,"GJ","EEU","EUROFLY","Italy","Y"
2245,"Eurolot",\N,"K2","ELO","EUROLOT","Poland","Y"
2251,"European Air Express",\N,"EA","EAL","STAR WING","Germany","Y"
2260,"Eurowings",\N,"EW","EWG","EUROWINGS","Germany","Y"
2261,"Evergreen International Airlines",\N,"EZ","EIA","EVERGREEN","United States","Y"
2264,"Excel Airways",\N,"JN","XLA","EXPO","United Kingdom","Y"
2265,"Excel Charter",\N,"","XEL","HELI EXCEL","United Kingdom","Y"
2293,"Express One International",\N,"EO","LHN","LONGHORN","United States","Y"
2295,"ExpressJet",\N,"XE","BTA","JET LINK","United States","Y"
2297,"easyJet","EasyJet Airline","U2","EZY","EASY","United Kingdom","Y"
2324,"Far Eastern Air Transport",\N,"EF","EFA","Far Eastern","Taiwan","Y"
2350,"Finnair",\N,"AY","FIN","FINNAIR","Finland","Y"
2351,"Finncomm Airlines",\N,"FC","WBA","WESTBIRD","Finland","Y"
2353,"Firefly",\N,"FY","FFM","FIREFLY","Malaysia","Y"
2354,"First Air",\N,"7F","FAB","","Canada","Y"
2357,"First Choice Airways",\N,"DP","FCA","JETSET","United Kingdom","Y"
2395,"Flightline",\N,"B5","FLT","FLIGHTLINE","United Kingdom","Y"
2404,"Florida West International Airways",\N,"RF","FWL","FLO WEST","United States","Y"
2417,"AirAsia X","FlyAsianXpress","D7","XAX","XANADU","Malaysia","Y"
2418,"FlyLal",\N,"TE","LIL","LITHUANIA AIR","Lithuania","Y"
2419,"FlyNordic",\N,"LF","NDC","NORDIC","Sweden","Y"
2420,"Flybaboo",\N,"F7","BBO","BABOO","Switzerland","Y"
2421,"Flybe",\N,"BE","BEE","JERSEY","United Kingdom","Y"
2425,"Flyglobespan",\N,"B4","GSM","GLOBESPAN","United Kingdom","Y"
2429,"Flyhy Cargo Airlines",\N,"","FYH","FLY HIGH","Thailand","Y"
2439,"Formosa Airlines",\N,"VY","FOS","","Taiwan","Y"
2454,"Freedom Air",\N,"FP","FRE","FREEDOM","United States","Y"
2456,"Freedom Airlines",\N,"","FRL","FREEDOM AIR","United States","Y"
2468,"Frontier Airlines",\N,"F9","FFT","FRONTIER FLIGHT","United States","Y"
2470,"Frontier Flying Service",\N,"2F","FTA","FRONTIER-AIR","United States","Y"
2486,"GB Airways",\N,"GT","GBL","GEEBEE AIRWAYS","United Kingdom","Y"
2520,"Garuda Indonesia",\N,"GA","GIA","INDONESIA","Indonesia","Y"
2524,"Gazpromavia",\N,"4G","GZP","GAZPROMAVIA","Russia","Y"
2538,"Georgian Airways",\N,"A9","TGZ","TAMAZI","Georgia","Y"
2541,"Georgian National Airlines",\N,"QB","GFG","NATIONAL","Georgia","Y"
2547,"Germania",\N,"ST","GMI","GERMANIA","Germany","Y"
2548,"Germanwings",\N,"4U","GWI","GERMAN WINGS","Germany","Y"
2556,"Ghana International Airlines",\N,"G0","GHB","GHANA AIRLINES","Ghana","Y"
2575,"Go Air",\N,"G8","GOW","GOAIR","India","Y"
